State,District,Level,Name,TRU,TRU1,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
19,327,DISTRICT,Darjiling,Urban,153.49,154540,727963,370294,357669,66396,34404,31992,92453,46629,45824,78320,38333,39987,578761,306891,271870,149202,63403,85799,255148,194579,60569,223820,176844,46976,1538,1151,387,2129,1373,756,4693,3509,1184,215460,170811,44649,31328,17735,13593,962,484,478,1137,585,552,1451,530,921,27778,16136,11642,27095,15022,12073,915,446,469,816,382,434,1226,403,823,24138,13791,10347,4233,2713,1520,47,38,9,321,203,118,225,127,98,3640,2345,1295,472815,175715,297100
19,328,DISTRICT,Jalpaiguri,Total,6227.00,868326,3872846,1983064,1889782,461700,236117,225583,1458278,750841,707437,731704,365868,365836,2498780,1396622,1102158,1374066,586442,787624,1512910,1091361,421549,1153765,922182,231583,181104,167234,13870,212657,166901,45756,18115,13334,4781,741889,574713,167176,359145,169179,189966,33828,15367,18461,137015,53684,83331,11975,4315,7660,176327,95813,80514,276038,131778,144260,26180,11969,14211,106618,42617,64001,9042,3326,5716,134198,73866,60332,83107,37401,45706,7648,3398,4250,30397,11067,19330,2933,989,1944,42129,21947,20182,2359936,891703,1468233
19,328,DISTRICT,Jalpaiguri,Rural,5859.70,625015,2812495,1437286,1375209,351111,179385,171726,1159391,597567,561824,690312,345035,345277,1716304,972356,743948,1096191,464930,631261,1122777,778252,344525,812406,634019,178387,174112,160796,13316,201001,157888,43113,10887,8071,2816,426406,307264,119142,310371,144233,166138,31980,14589,17391,132372,51853,80519,8925,3293,5632,137094,74498,62596,236743,111304,125439,24566,11316,13250,102918,41105,61813,6670,2496,4174,102589,56387,46202,73628,32929,40699,7414,3273,4141,29454,10748,18706,2255,797,1458,34505,18111,16394,1689718,659034,1030684
19,328,DISTRICT,Jalpaiguri,Urban,367.30,243311,1060351,545778,514573,110589,56732,53857,298887,153274,145613,41392,20833,20559,782476,424266,358210,277875,121512,156363,390133,313109,77024,341359,288163,53196,6992,6438,554,11656,9013,2643,7228,5263,1965,315483,267449,48034,48774,24946,23828,1848,778,1070,4643,1831,2812,3050,1022,2028,39233,21315,17918,39295,20474,18821,1614,653,961,3700,1512,2188,2372,830,1542,31609,17479,14130,9479,4472,5007,234,125,109,943,319,624,678,192,486,7624,3836,3788,670218,232669,437549
19,329,DISTRICT,Koch Bihar,Total,3387.00,665720,2819086,1451542,1367544,344645,176940,167705,1414336,728506,685830,18125,9388,8737,1850504,1028733,821771,968582,422809,545773,1127977,845308,282669,886357,749848,136509,312014,283599,28415,272435,212822,59613,26147,16063,10084,275761,237364,38397,241620,95460,146160,52783,19146,33637,119440,44603,74837,14446,3206,11240,54951,28505,26446,203573,80699,122874,43043,15546,27497,101151,37939,63212,12156,2673,9483,47223,24541,22682,38047,14761,23286,9740,3600,6140,18289,6664,11625,2290,533,1757,7728,3964,3764,1691109,606234,1084875
19,329,DISTRICT,Koch Bihar,Rural,3318.06,596027,2529652,1304916,1224736,319225,163815,155410,1350657,696254,654403,16872,8735,8137,1617223,906392,710831,912429,398524,513905,1024717,762301,262416,794454,673124,121330,310320,282051,28269,269929,210686,59243,22451,13778,8673,191754,166609,25145,230263,89177,141086,52321,18970,33351,118358,43913,74445,13753,2990,10763,45831,23304,22527,193869,75487,118382,42610,15381,27229,100285,37408,62877,11573,2497,9076,39401,20201,19200,36394,13690,22704,9711,3589,6122,18073,6505,11568,2180,493,1687,6430,3103,3327,1504935,542615,962320
19,329,DISTRICT,Koch Bihar,Urban,68.94,69693,289434,146626,142808,25420,13125,12295,63679,32252,31427,1253,653,600,233281,122341,110940,56153,24285,31868,103260,83007,20253,91903,76724,15179,1694,1548,146,2506,2136,370,3696,2285,1411,84007,70755,13252,11357,6283,5074,462,176,286,1082,690,392,693,216,477,9120,5201,3919,9704,5212,4492,433,165,268,866,531,335,583,176,407,7822,4340,3482,1653,1071,582,29,11,18,216,159,57,110,40,70,1298,861,437,186174,63619,122555
19,330,DISTRICT,Uttar Dinajpur,Total,3140.00,605674,3007134,1551066,1456068,485157,248402,236755,807950,418288,389662,162816,81831,80985,1489667,853495,636172,1517467,697571,819896,1075626,799627,275999,824342,688769,135573,226346,211115,15231,294195,238667,55528,21947,10091,11856,281854,228896,52958,251284,110858,140426,31031,14125,16906,148133,67298,80835,16031,2608,13423,56089,26827,29262,208200,93593,114607,24518,11431,13087,122839,57221,65618,12812,2063,10749,48031,22878,25153,43084,17265,25819,6513,2694,3819,25294,10077,15217,3219,545,2674,8058,3949,4109,1931508,751439,1180069
19,330,DISTRICT,Uttar Dinajpur,Rural,3075.26,532383,2644906,1362469,1282437,442278,226473,215805,741154,383329,357825,158377,79631,78746,1233289,713641,519648,1411617,648828,762789,955823,701368,254455,716552,597744,118808,223446,208394,15052,290440,235715,54725,18768,7657,11111,183898,145978,37920,239271,103624,135647,30411,13840,16571,146911,66610,80301,15225,2302,12923,46724,20872,25852,198043,87576,110467,23969,11181,12788,121771,56616,65155,12148,1813,10335,40155,17966,22189,41228,16048,25180,6442,2659,3783,25140,9994,15146,3077,489,2588,6569,2906,3663,1689083,661101,1027982
19,330,DISTRICT,Uttar Dinajpur,Urban,64.74,73291,362228,188597,173631,42879,21929,20950,66796,34959,31837,4439,2200,2239,256378,139854,116524,105850,48743,57107,119803,98259,21544,107790,91025,16765,2900,2721,179,3755,2952,803,3179,2434,745,97956,82918,15038,12013,7234,4779,620,285,335,1222,688,534,806,306,500,9365,5955,3410,10157,6017,4140,549,250,299,1068,605,463,664,250,414,7876,4912,2964,1856,1217,639,71,35,36,154,83,71,142,56,86,1489,1043,446,242425,90338,152087
19,331,DISTRICT,Dakshin Dinajpur,Total,2219.00,396406,1676276,857199,819077,188135,96143,91992,482754,248312,234442,275366,138025,137341,1083685,596474,487211,592591,260725,331866,702987,499560,203427,526470,427578,98892,170682,156797,13885,174690,129402,45288,20485,10375,10110,160613,131004,29609,176517,71982,104535,22594,11167,11427,105242,42188,63054,11805,1919,9886,36876,16708,20168,145010,59987,85023,17834,8874,8960,86542,35343,51199,9083,1493,7590,31551,14277,17274,31507,11995,19512,4760,2293,2467,18700,6845,11855,2722,426,2296,5325,2431,2894,973289,357639,615650
19,331,DISTRICT,Dakshin Dinajpur,Rural,2187.75,339231,1439981,737771,702210,169507,86629,82878,440182,226420,213762,267913,134311,133602,890661,495597,395064,549320,242174,307146,613578,431297,182281,448743,365227,83516,169488,155696,13792,172665,127973,44692,16811,7813,8998,89779,73745,16034,164835,66070,98765,22214,11002,11212,104199,41757,62442,10388,1558,8830,28034,11753,16281,134910,55053,79857,17458,8712,8746,85852,35113,50739,7879,1199,6680,23721,10029,13692,29925,11017,18908,4756,2290,2466,18347,6644,11703,2509,359,2150,4313,1724,2589,826403,306474,519929
19,331,DISTRICT,Dakshin Dinajpur,Urban,31.25,57175,236295,119428,116867,18628,9514,9114,42572,21892,20680,7453,3714,3739,193024,100877,92147,43271,18551,24720,89409,68263,21146,77727,62351,15376,1194,1101,93,2025,1429,596,3674,2562,1112,70834,57259,13575,11682,5912,5770,380,165,215,1043,431,612,1417,361,1056,8842,4955,3887,10100,4934,5166,376,162,214,690,230,460,1204,294,910,7830,4248,3582,1582,978,604,4,3,1,353,201,152,213,67,146,1012,707,305,146886,51165,95721
19,332,DISTRICT,Maldah,Total,3733.00,846991,3988845,2051541,1937304,609040,312340,296700,835430,432744,402686,313984,157528,156456,2086432,1152019,934413,1902413,899522,1002891,1537847,1086461,451386,1050995,851932,199063,219241,206232,13009,322452,281043,41409,98383,24882,73501,410919,339775,71144,486852,234529,252323,35941,19899,16042,223307,128291,95016,98304,11040,87264,129300,75299,54001,394901,194939,199962,30817,16762,14055,181615,107094,74521,75636,8495,67141,106833,62588,44245,91951,39590,52361,5124,3137,1987,41692,21197,20495,22668,2545,20123,22467,12711,9756,2450998,965080,1485918
19,332,DISTRICT,Maldah,Rural,3646.91,734207,3447185,1768336,1678849,530626,270666,259960,767492,396637,370855,307625,154156,153469,1731677,961409,770268,1715508,806927,908581,1333762,936246,397516,886443,721574,164869,216420,203593,12827,314469,273718,40751,83289,20295,62994,272265,223968,48297,447319,214672,232647,35252,19493,15759,219690,125218,94472,87441,9535,77906,104936,60426,44510,362319,178260,184059,30169,16394,13775,178655,104593,74062,67732,7489,60243,85763,49784,35979,85000,36412,48588,5083,3099,1984,41035,20625,20410,19709,2046,17663,19173,10642,8531,2113423,832090,1281333
19,332,DISTRICT,Maldah,Urban,86.09,112784,541660,283205,258455,78414,41674,36740,67938,36107,31831,6359,3372,2987,354755,190610,164145,186905,92595,94310,204085,150215,53870,164552,130358,34194,2821,2639,182,7983,7325,658,15094,4587,10507,138654,115807,22847,39533,19857,19676,689,406,283,3617,3073,544,10863,1505,9358,24364,14873,9491,32582,16679,15903,648,368,280,2960,2501,459,7904,1006,6898,21070,12804,8266,6951,3178,3773,41,38,3,657,572,85,2959,499,2460,3294,2069,1225,337575,132990,204585
19,333,DISTRICT,Murshidabad,Total,5324.00,1570759,7103807,3627564,3476243,1013392,514876,498516,897534,460143,437391,91035,46163,44872,4055834,2177187,1878647,3047973,1450377,1597596,2589907,1985667,604240,2022083,1662624,359459,346049,336521,9528,627126,597348,29778,315687,97611,218076,733221,631144,102077,567824,323043,244781,35027,27007,8020,215168,182494,32674,150320,19900,130420,167309,93642,73667,474049,273922,200127,29689,23047,6642,180179,155187,24992,121070,15687,105383,143111,80001,63110,93775,49121,44654,5338,3960,1378,34989,27307,7682,29250,4213,25037,24198,13641,10557,4513900,1641897,2872003
19,333,DISTRICT,Murshidabad,Rural,5048.06,1286200,5703115,2917822,2785293,812960,413144,399816,727721,373388,354333,86004,43527,42477,3193502,1713685,1479817,2509613,1204137,1305476,2007805,1612525,395280,1534846,1326510,208336,335291,326183,9108,604954,576444,28510,149656,40640,109016,444945,383243,61702,472959,286015,186944,33629,26094,7535,209233,177376,31857,99676,11455,88221,130421,71090,59331,393000,242137,150863,28402,22225,6177,175031,150716,24315,78876,8809,70067,110691,60387,50304,79959,43878,36081,5227,3869,1358,34202,26660,7542,20800,2646,18154,19730,10703,9027,3695310,1305297,2390013
19,333,DISTRICT,Murshidabad,Urban,275.94,284559,1400692,709742,690950,200432,101732,98700,169813,86755,83058,5031,2636,2395,862332,463502,398830,538360,246240,292120,582102,373142,208960,487237,336114,151123,10758,10338,420,22172,20904,1268,166031,56971,109060,288276,247901,40375,94865,37028,57837,1398,913,485,5935,5118,817,50644,8445,42199,36888,22552,14336,81049,31785,49264,1287,822,465,5148,4471,677,42194,6878,35316,32420,19614,12806,13816,5243,8573,111,91,20,787,647,140,8450,1567,6883,4468,2938,1530,818590,336600,481990
19,334,DISTRICT,Birbhum,Total,4545.00,817899,3502404,1790920,1711484,448485,228909,219576,1033140,529001,504139,242484,119787,122697,2158447,1201481,956966,1343957,589439,754518,1331603,1029770,301833,912844,785648,127196,191661,181962,9699,350669,302096,48573,34042,18272,15770,336472,283318,53154,418759,244122,174637,35593,28244,7349,260841,159244,101597,31020,5733,25287,91305,50901,40404,321521,196503,125018,28102,22935,5167,199246,128176,71070,22665,4337,18328,71508,41055,30453,97238,47619,49619,7491,5309,2182,61595,31068,30527,8355,1396,6959,19797,9846,9951,2170801,761150,1409651
19,334,DISTRICT,Birbhum,Rural,4424.56,715476,3052956,1561976,1490980,401237,204477,196760,934054,478901,455153,232666,115022,117644,1832366,1025661,806705,1220590,536315,684275,1168491,901170,267321,773482,670503,102979,188580,179026,9554,343757,295907,47850,26329,14001,12328,214816,181569,33247,395009,230667,164342,34842,27697,7145,255871,155854,100017,28229,5078,23151,76067,42038,34029,301919,185336,116583,27450,22472,4978,195333,125351,69982,20396,3822,16574,58740,33691,25049,93090,45331,47759,7392,5225,2167,60538,30503,30035,7833,1256,6577,17327,8347,8980,1884465,660806,1223659
19,334,DISTRICT,Birbhum,Urban,120.44,102423,449448,228944,220504,47248,24432,22816,99086,50100,48986,9818,4765,5053,326081,175820,150261,123367,53124,70243,163112,128600,34512,139362,115145,24217,3081,2936,145,6912,6189,723,7713,4271,3442,121656,101749,19907,23750,13455,10295,751,547,204,4970,3390,1580,2791,655,2136,15238,8863,6375,19602,11167,8435,652,463,189,3913,2825,1088,2269,515,1754,12768,7364,5404,4148,2288,1860,99,84,15,1057,565,492,522,140,382,2470,1499,971,286336,100344,185992
19,335,DISTRICT,Barddhaman,Total,7024.00,1730927,7717563,3966889,3750674,832033,426385,405648,2115719,1079584,1036135,489447,243581,245866,5247208,2918040,2329168,2470355,1048849,1421506,2911251,2293083,618168,2166742,1838681,328061,297193,284860,12333,604286,476956,127330,81338,51662,29676,1183925,1025203,158722,744509,454402,290107,44973,34253,10720,368896,223552,145344,43220,13137,30083,287420,183460,103960,606953,376654,230299,37025,28163,8862,295426,185194,110232,33243,10453,22790,241259,152844,88415,137556,77748,59808,7948,6090,1858,73470,38358,35112,9977,2684,7293,46161,30616,15545,4806312,1673806,3132506
19,335,DISTRICT,Barddhaman,Rural,6090.35,1071561,4639264,2373787,2265477,511969,260995,250974,1524133,776238,747895,379262,188349,190913,2998277,1671556,1326721,1640987,702231,938756,1869195,1437518,431677,1336652,1122767,213885,284848,273647,11201,579345,457593,121752,51435,30893,20542,421024,360634,60390,532543,314751,217792,39339,30873,8466,348687,210061,138626,29759,7541,22218,114758,66276,48482,426495,259533,166962,31775,25126,6649,279492,174267,105225,22134,5921,16213,93094,54219,38875,106048,55218,50830,7564,5747,1817,69195,35794,33401,7625,1620,6005,21664,12057,9607,2770069,936269,1833800
19,335,DISTRICT,Barddhaman,Urban,933.65,659366,3078299,1593102,1485197,320064,165390,154674,591586,303346,288240,110185,55232,54953,2248931,1246484,1002447,829368,346618,482750,1042056,855565,186491,830090,715914,114176,12345,11213,1132,24941,19363,5578,29903,20769,9134,762901,664569,98332,211966,139651,72315,5634,3380,2254,20209,13491,6718,13461,5596,7865,172662,117184,55478,180458,117121,63337,5250,3037,2213,15934,10927,5007,11109,4532,6577,148165,98625,49540,31508,22530,8978,384,343,41,4275,2564,1711,2352,1064,1288,24497,18559,5938,2036243,737537,1298706
19,336,DISTRICT,Nadia,Total,3927.00,1232282,5167600,2653768,2513832,525180,267954,257226,1546917,798258,748659,140700,71142,69558,3480555,1878866,1601689,1687045,774902,912143,1842607,1554090,288517,1595880,1405191,190689,293229,286621,6608,461580,436313,25267,130486,78186,52300,710585,604071,106514,246727,148899,97828,15513,10434,5079,94554,76987,17567,38652,8464,30188,98008,53014,44994,209431,129109,80322,13290,9123,4167,81027,67292,13735,31239,6788,24451,83875,45906,37969,37296,19790,17506,2223,1311,912,13527,9695,3832,7413,1676,5737,14133,7108,7025,3324993,1099678,2225315
19,336,DISTRICT,Nadia,Rural,3612.14,883310,3728727,1921112,1807615,406080,206982,199098,1141341,590538,550803,120300,60954,59346,2354086,1281436,1072650,1374641,639676,734965,1290602,1121300,169302,1105737,1003628,102109,282680,276374,6306,436720,413393,23327,63299,36119,27180,323038,277742,45296,184865,117672,67193,14381,9873,4508,89974,73527,16447,24204,5294,18910,56306,28978,27328,155819,102058,53761,12212,8606,3606,76908,64179,12729,19322,4288,15034,47377,24985,22392,29046,15614,13432,2169,1267,902,13066,9348,3718,4882,1006,3876,8929,3993,4936,2438125,799812,1638313
19,336,DISTRICT,Nadia,Urban,314.86,348972,1438873,732656,706217,119100,60972,58128,405576,207720,197856,20400,10188,10212,1126469,597430,529039,312404,135226,177178,552005,432790,119215,490143,401563,88580,10549,10247,302,24860,22920,1940,67187,42067,25120,387547,326329,61218,61862,31227,30635,1132,561,571,4580,3460,1120,14448,3170,11278,41702,24036,17666,53612,27051,26561,1078,517,561,4119,3113,1006,11917,2500,9417,36498,20921,15577,8250,4176,4074,54,44,10,461,347,114,2531,670,1861,5204,3115,2089,886868,299866,587002
19,337,DISTRICT,North Twenty Four Parganas,Total,4094.00,2348683,10009781,5119389,4890392,957973,489824,468149,2169084,1115458,1053626,264597,134179,130418,7608693,4056046,3552647,2401088,1063343,1337745,3571624,2945189,626435,3055630,2630907,424723,261515,249178,12337,434463,395470,38993,103443,67025,36418,2256209,1919234,336975,515994,314282,201712,26543,17329,9214,164576,113931,50645,52319,14409,37910,272556,168613,103943,361406,232518,128888,17674,12301,5373,128207,92478,35729,36179,10323,25856,179346,117416,61930,154588,81764,72824,8869,5028,3841,36369,21453,14916,16140,4086,12054,93210,51197,42013,6438157,2174200,4263957
19,337,DISTRICT,North Twenty Four Parganas,Rural,3470.09,993234,4277619,2196554,2081065,491418,250731,240687,1252699,646150,606549,196920,99676,97244,2929366,1593026,1336340,1348253,603528,744725,1558126,1292793,265333,1225454,1091026,134428,247261,236927,10334,408718,372816,35902,50681,31503,19178,518794,449780,69014,332672,201767,130905,24092,16126,7966,157862,108989,48873,35167,8832,26335,115551,67820,47731,248903,159545,89358,17059,11876,5183,123301,88637,34664,24932,6538,18394,83611,52494,31117,83769,42222,41547,7033,4250,2783,34561,20352,14209,10235,2294,7941,31940,15326,16614,2719493,903761,1815732
19,337,DISTRICT,North Twenty Four Parganas,Urban,623.91,1355449,5732162,2922835,2809327,466555,239093,227462,916385,469308,447077,67677,34503,33174,4679327,2463020,2216307,1052835,459815,593020,2013498,1652396,361102,1830176,1539881,290295,14254,12251,2003,25745,22654,3091,52762,35522,17240,1737415,1469454,267961,183322,112515,70807,2451,1203,1248,6714,4942,1772,17152,5577,11575,157005,100793,56212,112503,72973,39530,615,425,190,4906,3841,1065,11247,3785,7462,95735,64922,30813,70819,39542,31277,1836,778,1058,1808,1101,707,5905,1792,4113,61270,35871,25399,3718664,1270439,2448225
19,338,DISTRICT,Hugli,Total,3149.00,1287423,5519145,2814653,2704492,533210,273116,260094,1344021,680992,663029,229243,113249,115994,4078388,2211777,1866611,1440757,602876,837881,2152870,1713608,439262,1714645,1463433,251212,231407,221390,10017,370014,287249,82765,75215,55325,19890,1038009,899469,138540,438225,250175,188050,28273,18140,10133,213366,128701,84665,36613,11299,25314,159973,92035,67938,355100,208378,146722,23268,15516,7752,167717,104538,63179,27303,9005,18298,136812,79319,57493,83125,41797,41328,5005,2624,2381,45649,24163,21486,9310,2294,7016,23161,12716,10445,3366275,1101045,2265230
19,338,DISTRICT,Hugli,Rural,2820.63,781480,3390646,1722945,1667701,347916,178020,169896,1053739,532867,520872,211620,104347,107273,2389544,1309767,1079777,1001102,413178,587924,1373031,1076527,296504,1029377,880291,149086,222826,213481,9345,353405,273772,79633,51841,38663,13178,401305,354375,46930,343654,196236,147418,25664,16887,8777,206297,123834,82463,28683,8936,19747,83010,46579,36431,272393,161545,110848,20745,14335,6410,161844,100442,61402,21119,7154,13965,68685,39614,29071,71261,34691,36570,4919,2552,2367,44453,23392,21061,7564,1782,5782,14325,6965,7360,2017615,646418,1371197
19,338,DISTRICT,Hugli,Urban,328.37,505943,2128499,1091708,1036791,185294,95096,90198,290282,148125,142157,17623,8902,8721,1688844,902010,786834,439655,189698,249957,779839,637081,142758,685268,583142,102126,8581,7909,672,16609,13477,3132,23374,16662,6712,636704,545094,91610,94571,53939,40632,2609,1253,1356,7069,4867,2202,7930,2363,5567,76963,45456,31507,82707,46833,35874,2523,1181,1342,5873,4096,1777,6184,1851,4333,68127,39705,28422,11864,7106,4758,86,72,14,1196,771,425,1746,512,1234,8836,5751,3085,1348660,454627,894033
19,339,DISTRICT,Bankura,Total,6882.00,766902,3596674,1838095,1758579,418650,214846,203804,1174447,593440,581007,368690,183467,185223,2232992,1299337,933655,1363682,538758,824924,1466220,1050822,415398,916393,762088,154305,238179,226414,11765,303270,219998,83272,31479,22070,9409,343465,293606,49859,549827,288734,261093,71544,50567,20977,344104,165051,179053,29907,7929,21978,104272,65187,39085,408300,222986,185314,53541,39116,14425,251210,125021,126189,21897,6387,15510,81652,52462,29190,141527,65748,75779,18003,11451,6552,92894,40030,52864,8010,1542,6468,22620,12725,9895,2130454,787273,1343181
19,339,DISTRICT,Bankura,Rural,6791.53,701159,3296901,1685777,1611124,391728,201148,190580,1105653,559234,546419,365380,181734,183646,2002652,1174375,828277,1294249,511402,782847,1356914,965526,391388,824968,687046,137922,236851,225163,11688,300780,218211,82569,26097,18522,7575,261240,225150,36090,531946,278480,253466,71027,50320,20707,342046,164111,177935,28195,7344,20851,90678,56705,33973,392607,213888,178719,53046,38886,14160,249518,124183,125335,20473,5880,14593,69570,44939,24631,139339,64592,74747,17981,11434,6547,92528,39928,52600,7722,1464,6258,21108,11766,9342,1939987,720251,1219736
19,339,DISTRICT,Bankura,Urban,90.47,65743,299773,152318,147455,26922,13698,13224,68794,34206,34588,3310,1733,1577,230340,124962,105378,69433,27356,42077,109306,85296,24010,91425,75042,16383,1328,1251,77,2490,1787,703,5382,3548,1834,82225,68456,13769,17881,10254,7627,517,247,270,2058,940,1118,1712,585,1127,13594,8482,5112,15693,9098,6595,495,230,265,1692,838,854,1424,507,917,12082,7523,4559,2188,1156,1032,22,17,5,366,102,264,288,78,210,1512,959,553,190467,67022,123445
19,340,DISTRICT,Puruliya,Total,6259.00,567824,2930115,1496996,1433119,410227,210003,200224,567767,290789,276978,540652,271803,268849,1624905,1002058,622847,1305210,494938,810272,1249642,801254,448388,613398,493232,120166,166814,145180,21634,128475,88883,39592,45114,25457,19657,272995,233712,39283,636244,308022,328222,101986,58355,43631,363730,150855,212875,42446,13586,28860,128082,85226,42856,472823,237078,235745,74302,44848,29454,268882,114877,154005,31742,10515,21227,97897,66838,31059,163421,70944,92477,27684,13507,14177,94848,35978,58870,10704,3071,7633,30185,18388,11797,1680473,695742,984731
19,340,DISTRICT,Puruliya,Rural,6111.47,495836,2556801,1304208,1252593,365161,186695,178466,490517,251410,239107,531822,267382,264440,1374860,858620,516240,1181941,445588,736353,1130379,704679,425700,518101,412155,105946,164719,143305,21414,126699,87418,39281,40177,22618,17559,186506,158814,27692,612278,292524,319754,101085,57821,43264,360825,149211,211614,40801,12951,27850,109567,72541,37026,453412,224319,229093,73561,44393,29168,267045,113720,153325,30424,9992,20432,82382,56214,26168,158866,68205,90661,27524,13428,14096,93780,35491,58289,10377,2959,7418,27185,16327,10858,1426422,599529,826893
19,340,DISTRICT,Puruliya,Urban,147.53,71988,373314,192788,180526,45066,23308,21758,77250,39379,37871,8830,4421,4409,250045,143438,106607,123269,49350,73919,119263,96575,22688,95297,81077,14220,2095,1875,220,1776,1465,311,4937,2839,2098,86489,74898,11591,23966,15498,8468,901,534,367,2905,1644,1261,1645,635,1010,18515,12685,5830,19411,12759,6652,741,455,286,1837,1157,680,1318,523,795,15515,10624,4891,4555,2739,1816,160,79,81,1068,487,581,327,112,215,3000,2061,939,254051,96213,157838
19,341,DISTRICT,Haora,Total,1467.00,1061336,4850029,2500819,2349210,522802,266472,256330,718951,367053,351898,15094,7761,7333,3605206,1942824,1662382,1244823,557995,686828,1819845,1498170,321675,1496267,1304435,191832,67686,63162,4524,116736,109125,7611,212552,162796,49756,1099293,969352,129941,323578,193735,129843,12889,8001,4888,64926,51405,13521,85222,36199,49023,160541,98130,62411,262836,160941,101895,10813,6655,4158,51012,41576,9436,65453,29627,35826,135558,83083,52475,60742,32794,27948,2076,1346,730,13914,9829,4085,19769,6572,13197,24983,15047,9936,3030184,1002649,2027535
19,341,DISTRICT,Haora,Rural,1035.92,391434,1775885,909519,866366,205158,104382,100776,407815,207531,200284,4025,2075,1950,1256266,682352,573914,519619,227167,292452,670490,552233,118257,504771,446161,58610,57573,54088,3485,95515,89528,5987,66985,47750,19235,284698,254795,29903,165719,106072,59647,9081,6153,2928,54556,43221,11335,40275,16205,24070,61807,40493,21314,129355,86094,43261,7205,4936,2269,42912,35048,7864,29367,12679,16688,49871,33431,16440,36364,19978,16386,1876,1217,659,11644,8173,3471,10908,3526,7382,11936,7062,4874,1105395,357286,748109
19,341,DISTRICT,Haora,Urban,431.08,669902,3074144,1591300,1482844,317644,162090,155554,311136,159522,151614,11069,5686,5383,2348940,1260472,1088468,725204,330828,394376,1149355,945937,203418,991496,858274,133222,10113,9074,1039,21221,19597,1624,145567,115046,30521,814595,714557,100038,157859,87663,70196,3808,1848,1960,10370,8184,2186,44947,19994,24953,98734,57637,41097,133481,74847,58634,3608,1719,1889,8100,6528,1572,36086,16948,19138,85687,49652,36035,24378,12816,11562,200,129,71,2270,1656,614,8861,3046,5815,13047,7985,5062,1924789,645363,1279426
19,342,DISTRICT,Kolkata,Total,185.00,1024928,4496694,2356766,2139928,339323,175564,163759,241932,128053,113879,10684,5729,4955,3588137,1926915,1661222,908557,429851,478706,1795740,1412466,383274,1576419,1294266,282153,7413,4702,2711,8903,6767,2136,53463,41487,11976,1506640,1241310,265330,219321,118200,101121,8626,3454,5172,3485,2006,1479,14975,6312,8663,192235,106428,85807,200690,106205,94485,8502,3375,5127,3013,1647,1366,12212,5139,7073,176963,96044,80919,18631,11995,6636,124,79,45,472,359,113,2763,1173,1590,15272,10384,4888,2700954,944300,1756654
19,342,DISTRICT,Kolkata,Rural,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,342,DISTRICT,Kolkata,Urban,185.00,1024928,4496694,2356766,2139928,339323,175564,163759,241932,128053,113879,10684,5729,4955,3588137,1926915,1661222,908557,429851,478706,1795740,1412466,383274,1576419,1294266,282153,7413,4702,2711,8903,6767,2136,53463,41487,11976,1506640,1241310,265330,219321,118200,101121,8626,3454,5172,3485,2006,1479,14975,6312,8663,192235,106428,85807,200690,106205,94485,8502,3375,5127,3013,1647,1366,12212,5139,7073,176963,96044,80919,18631,11995,6636,124,79,45,472,359,113,2763,1173,1590,15272,10384,4888,2700954,944300,1756654
